iso3,year,pm25_ugm3
BGD,2012,65.1638389348551
BGD,2013,64.3758949024465
BGD,2014,68.3283645116627
BGD,2015,64.1084295201163
BGD,2016,63.6784141329752
BGD,2017,58.3439766448258
BGD,2018,59.513577848333
BGD,2019,50.3645265388691
BGR,2010,22.9310518892306
BGR,2011,26.1914143794342
BGR,2012,23.0863811610061
BGR,2013,21.490052956786
BGR,2014,21.9921500133613
BGR,2015,20.7936901250081
BGR,2016,19.979167405734
BGR,2017,20.0337858184501
BGR,2018,19.7159830127087
BGR,2019,17.5380256575647
BHR,2010,63.301530702615
BHR,2011,66.7273263961034
BHR,2012,70.0606736033788
BHR,2013,68.1447019157403
BHR,2014,59.1499735070702
BHR,2015,71.5594978371491
BHR,2016,64.2193035294402
BHR,2017,61.237494601176
BHR,2018,71.8872328410934
BHR,2019,59.9655174851019
BHS,2010,17.4260245684517
BHS,2011,17.6418562262103
BHS,2012,18.0358159965462
BHS,2013,17.7211235938828
BHS,2014,18.5387484151285
BHS,2015,19.1256311837319
BHS,2016,18.49778336767
BHS,2017,18.3612464143857
BHS,2018,18.5796799431178
BHS,2019,18.5659528939643
BIH,2010,35.2512805561859
BIH,2011,39.4031643248459
BIH,2012,35.5046711262656
BIH,2013,33.7419045514665
BIH,2014,32.4817989014897
BIH,2015,33.8055310132726
BIH,2016,30.384676952561
BIH,2017,30.9018207776211
BIH,2018,32.4989922059154
BIH,2019,26.7157922521039
BLR,2010,20.9366064365372
BLR,2011,18.6953550823705
BLR,2012,18.0675396231787
BLR,2013,18.9735248940446
BLR,2014,19.3974713758219
BLR,2015,17.6059281150121
BLR,2016,15.8319434819688
BLR,2017,15.7775132293532
BLR,2018,16.9825400264261
BLR,2019,15.6177925850738
BLZ,2010,22.6250549970911
BLZ,2011,25.0167214312121
BLZ,2012,23.7091047742089
BLZ,2013,26.8732782139428
BLZ,2014,26.766330789615
BLZ,2015,27.5566748212023
BLZ,2016,25.608806996967
BLZ,2017,26.1751165590281
BLZ,2018,26.7474102969967
BLZ,2019,26.1465334719171
BMU,2010,7.16366509065494
BMU,2011,6.91539194729686
BMU,2012,6.97250277678657
BMU,2013,6.61259153374615
BMU,2014,7.0538148738716
BMU,2015,6.97448269449194
BMU,2016,7.54273526156963
BMU,2017,7.67124972072296
BMU,2018,7.39756678060384
BMU,2019,7.20679905172813
BOL,2010,30.5811442072612
BOL,2011,27.3182933267548
BOL,2012,28.0697541353735
BOL,2013,26.0957496962253
BOL,2014,26.9415449050283
BOL,2015,27.4574711709407
BOL,2016,28.0546140290721
BOL,2017,26.5418633872389
BOL,2018,25.1667590386614
BOL,2019,24.4849924422413
BRA,2010,14.9274921822751
BRA,2011,15.539471795948
BRA,2012,14.6007414104339
BRA,2013,13.8897320409453
BRA,2014,13.7916487838641
BRA,2015,12.4042007642389
BRA,2016,12.1085038135727
BRA,2017,12.2193388464901
BRA,2018,12.2516401526844
BRA,2019,12.3488400923542
BRB,2010,21.1354483055595
BRB,2011,20.745049418333
BRB,2012,21.1846141376653
BRB,2013,21.7944467458479
BRB,2014,22.3938111163809
BRB,2015,24.1787536225197
BRB,2016,24.4150757393389
BRB,2017,23.2878109296981
BRB,2018,23.2651852221243
BRB,2019,23.3255430894091
BRN,2010,6.28886801670278
BRN,2011,7.22534325195967
BRN,2012,7.64174071359111
BRN,2013,7.81045226819353
BRN,2014,8.03840256929202
BRN,2015,7.76801290951484
BRN,2016,7.70809372713425
BRN,2017,7.23064895379441
BRN,2018,7.49485587718805
BRN,2019,7.94585811311948
BTN,2010,25.8636494610431
BTN,2011,30.4700767007183
BTN,2012,38.1315714688966
BTN,2013,37.4162437152675
BTN,2014,40.2981530542455
BTN,2015,37.4856911286561
BTN,2016,36.9416122831151
BTN,2017,33.8115150358203
BTN,2018,34.0838819368766
BTN,2019,30.051897764158
BWA,2010,22.3400304839044
BWA,2011,22.6768520526251
BWA,2012,22.702553769979
BWA,2013,21.2341334801046
BWA,2014,21.1021511668115
BWA,2015,22.0461450923733
BWA,2016,21.2522533064009
BWA,2017,19.9663232166838
BWA,2018,19.9110410814922
BWA,2019,19.2035484352255
CAF,2010,33.2644237034772
CAF,2011,34.7387675481675
CAF,2012,36.1271180308768
CAF,2013,33.6642337758094
CAF,2014,31.9156244391296
CAF,2015,38.5999376665904
CAF,2016,34.4108147859314
CAF,2017,33.885383156685
CAF,2018,31.9740977574518
CAF,2019,34.9143760112605
CAN,2010,7.79521960926122
CAN,2011,7.37287638245787
CAN,2012,7.58558915249491
CAN,2013,7.26096632331949
CAN,2014,7.38092988336422
CAN,2015,7.11576183142395
CAN,2016,6.40675155079521
CAN,2017,7.04492025305158
CAN,2018,7.09175111254794
CAN,2019,6.22680169266749
CHE,2010,13.2556694848526
CHE,2011,13.864731836329
CHE,2012,12.6827485821719
CHE,2013,12.4432960759198
CHE,2014,10.6156284957703
CHE,2015,11.7226082380351
CHE,2016,10.6566460014216
CHE,2017,9.91481464472654
CHE,2018,10.1481592849367
CHE,2019,9.45001875443382
CHL,2010,22.0329948919966
CHL,2011,22.8717891996678
CHL,2012,21.9147180810935
CHL,2013,23.7625028118101
CHL,2014,23.0317537681692
CHL,2015,24.2782298076617
CHL,2016,24.2218424802596
CHL,2017,23.4116041349236
CHL,2018,23.0512130318909
CHL,2019,22.7323927701622
CHN,2010,47.4765519945183
CHN,2011,51.34994369566
CHN,2012,48.1207251131123
CHN,2013,58.4662215596184
CHN,2014,54.5688342973092
CHN,2015,50.832537964484
CHN,2016,46.8324682508133
CHN,2017,45.8369336166997
CHN,2018,40.2663875187565
CHN,2019,37.5475753654351
CIV,2010,41.595297944419
CIV,2011,49.5497020681304
CIV,2012,51.355889030092
CIV,2013,40.0659563695022
CIV,2014,38.9323349133904
CIV,2015,61.954609777616
CIV,2016,55.6539855341019
CIV,2017,50.6654421695962
CIV,2018,50.8958061004876
CIV,2019,44.3324266688486
CMR,2010,39.0423790568413
CMR,2011,38.5923305752451
CMR,2012,41.8537414482327
CMR,2013,37.1006966036381
CMR,2014,37.009069026736
CMR,2015,51.9499452409616
CMR,2016,44.7692534342126
CMR,2017,43.2149077099804
CMR,2018,40.8875596706757
CMR,2019,40.7355761870464
COD,2010,26.029435218018
COD,2011,26.6005338893647
COD,2012,26.7077484248202
COD,2013,26.1166767334607
COD,2014,26.9058681895875
COD,2015,28.461870876218
COD,2016,26.7550295099953
COD,2017,26.8446579950641
COD,2018,26.7227743114458
COD,2019,26.3379328931586
COG,2010,27.0414660021696
COG,2011,27.8579991372168
COG,2012,28.5447582283734
COG,2013,28.1202914351675
COG,2014,27.8059959217622
COG,2015,30.5591063026375
COG,2016,28.2160787153425
COG,2017,28.5831067984323
COG,2018,27.9644662335483
COG,2019,28.7484172141318
COL,2010,19.1642899222037
COL,2011,20.5518377125816
COL,2012,18.1430860286647
COL,2013,18.9282488611578
COL,2014,18.33821147907
COL,2015,17.6079787372288
COL,2016,17.312215487627
COL,2017,17.2528522521135
COL,2018,16.0492875724803
COL,2019,14.5158658042874
COM,2010,11.3687010835918
COM,2011,12.3436803657737
COM,2012,11.639647170545
COM,2013,12.2675890585181
COM,2014,11.3961592947192
COM,2015,11.9089280291946
COM,2016,12.204174846154
COM,2017,10.8598778552179
COM,2018,11.6282907601438
COM,2019,10.4127200490569
CPV,2010,24.9227591294962
CPV,2011,42.201991220723
CPV,2012,51.1112334865799
CPV,2013,36.414675879692
CPV,2014,31.3508458881205
CPV,2015,51.4204136901671
CPV,2016,43.0314900855625
CPV,2017,53.8692623569653
CPV,2018,31.7384229474609
CPV,2019,39.3519135244555
CRI,2010,17.6032020866019
CRI,2011,19.4251836697019
CRI,2012,17.9369232929949
CRI,2013,18.4901589297792
CRI,2014,17.5539609994868
CRI,2015,17.6636155108417
CRI,2016,16.8973562895418
CRI,2017,17.165875341513
CRI,2018,15.1307436338713
CRI,2019,13.3766440949763
CUB,2010,18.9083050915655
CUB,2011,19.6720738913487
CUB,2012,19.6276365485068
CUB,2013,19.9113493948996
CUB,2014,20.762060268269
CUB,2015,21.4005165459257
CUB,2016,19.7476038869862
CUB,2017,20.1327865141339
CUB,2018,20.9153664764928
CUB,2019,20.3431122356184
CYP,2010,18.5197054300908
CYP,2011,18.4875017910321
CYP,2012,16.876649443899
CYP,2013,16.2406674925642
CYP,2014,16.1114833623758
CYP,2015,16.9122147785325
CYP,2016,14.4813342529054
CYP,2017,15.1071226081124
CYP,2018,15.24949999422
CYP,2019,15.0066614653737
CZE,2010,20.907069022985
CZE,2011,21.0141184753393
CZE,2012,19.2882808825023
CZE,2013,18.9336384922511
CZE,2014,18.3617483140192
CZE,2015,17.8128111083862
CZE,2016,16.9928991704268
CZE,2017,16.9432784272519
CZE,2018,17.3467438168398
CZE,2019,14.2336874017967
DEU,2010,16.201690204245
DEU,2011,15.7161711583543
DEU,2012,13.9078592571706
DEU,2013,13.6633968189434
DEU,2014,12.2822480920893
DEU,2015,12.8253525089793
DEU,2016,11.7806958987308
DEU,2017,11.8978451129639
DEU,2018,11.6526030992972
DEU,2019,10.6378495266542
DJI,2010,41.241906936911
DJI,2011,44.8504343538823
DJI,2012,49.9458902567221
DJI,2013,47.8759603560518
DJI,2014,42.8427623405981
DJI,2015,45.1648934739259
DJI,2016,44.0959715411584
DJI,2017,44.0854038430172
DJI,2018,43.0573056895078
DJI,2019,39.7218573893781
DMA,2010,18.4338503842066
DMA,2011,18.0656281510706
DMA,2012,18.6039506649296
DMA,2013,19.0541863206737
DMA,2014,19.2837003253437
DMA,2015,21.0213905070044
DMA,2016,21.0269310891431
DMA,2017,20.1703226562748
DMA,2018,20.3127256712935
DMA,2019,20.0434244381572
DNK,2010,13.0860050201498
DNK,2011,13.3556789508458
DNK,2012,10.811456086122
DNK,2013,10.3963287855885
DNK,2014,10.8104890765495
DNK,2015,10.2267270069046
DNK,2016,9.23431703209402
DNK,2017,10.0945595167367
DNK,2018,10.3539340590391
DNK,2019,9.61197285377196
DOM,2010,17.5360829581378
DOM,2011,17.4713311482988
DOM,2012,17.6468205135185
DOM,2013,17.6634551412186
DOM,2014,18.9396637119659
DOM,2015,19.9571847572804
DOM,2016,19.2491722418682
DOM,2017,19.1203299259262
DOM,2018,19.5892802619564
DOM,2019,19.4968181870994
DZA,2010,24.3952993862667
DZA,2011,23.5721077905837
DZA,2012,24.3968164333132
DZA,2013,22.3802640164928
DZA,2014,24.111122951181
DZA,2015,25.6188658260447
DZA,2016,25.5531525527547
DZA,2017,24.7521457818965
DZA,2018,24.9335900639775
DZA,2019,24.3886086444981
ECU,2010,21.7286460306471
ECU,2011,19.5919330091265
ECU,2012,20.8650376880852
ECU,2013,19.8592620729833
ECU,2014,20.2791788990402
ECU,2015,20.1729639726852
ECU,2016,20.7399169622061
ECU,2017,19.2459328647667
ECU,2018,18.386683414634
ECU,2019,17.769931645036
EGY,2010,76.4681376215846
EGY,2011,62.0486163821917
EGY,2012,61.7247558733889
EGY,2013,70.1484599687517
EGY,2014,66.1214960792046
EGY,2015,67.6489631610219
EGY,2016,61.4577552982506
EGY,2017,58.9353384135579
EGY,2018,65.4631301601869
EGY,2019,67.7529020891301
ERI,2010,40.6911921899525
ERI,2011,40.8624855844964
ERI,2012,42.9058422883202
ERI,2013,43.4740446424338
ERI,2014,35.7775635476002
ERI,2015,41.1496360897538
ERI,2016,39.6073262193782
ERI,2017,41.4045411789422
ERI,2018,41.5613821480188
ERI,2019,36.2661285542054
ESP,2010,12.4298524075247
ESP,2011,13.4200482874381
ESP,2012,12.0395432976255
ESP,2013,11.2505956077366
ESP,2014,10.5798592110443
ESP,2015,11.2555313002962
ESP,2016,10.338836110853
ESP,2017,10.4366670528408
ESP,2018,10.1845744948112
ESP,2019,9.35354339662499
EST,2010,9.13653020501115
EST,2011,8.27663619619013
EST,2012,7.99013886909247
EST,2013,8.08122179915709
EST,2014,8.70767888073313
EST,2015,7.18496063252666
EST,2016,6.87835279660374
EST,2017,6.15485238171865
EST,2018,7.7966811057876
EST,2019,6.84482514683862
ETH,2010,30.721062308711
ETH,2011,31.4291559506252
ETH,2012,32.643963058463
ETH,2013,32.2039077009628
ETH,2014,29.7131511992912
ETH,2015,31.4436090208599
ETH,2016,30.9271256840247
ETH,2017,30.4120665058652
ETH,2018,30.2623392192692
ETH,2019,28.6876946331346
FIN,2010,6.99088092919804
FIN,2011,6.87039455156535
FIN,2012,6.23115629479583
FIN,2013,5.85285267653954
FIN,2014,6.11857316281583
FIN,2015,5.62500854589343
FIN,2016,5.27813456745499
FIN,2017,5.12673961318144
FIN,2018,5.49695736300986
FIN,2019,5.37867032806067
FJI,2010,12.4149926761009
FJI,2011,12.4871607646576
FJI,2012,12.692818373804
FJI,2013,12.6556857350952
FJI,2014,12.1427162201265
FJI,2015,11.9373871022014
FJI,2016,12.3284242671983
FJI,2017,12.3080401904933
FJI,2018,12.7353038744821
FJI,2019,12.9123773053208
FRA,2010,13.7778502943804
FRA,2011,13.7974719352463
FRA,2012,12.5585885208406
FRA,2013,12.4582922718332
FRA,2014,10.687674674804
FRA,2015,11.3442976642006
FRA,2016,10.508154814077
FRA,2017,10.4583123660264
FRA,2018,10.4599453286038
FRA,2019,9.82524600527018
FSM,2010,12.1211559280932
FSM,2011,11.9522660960834
FSM,2012,12.0131027547751
FSM,2013,12.226250863364
FSM,2014,11.7605972452111
FSM,2015,12.6065611670905
FSM,2016,11.5649676332846
FSM,2017,11.4423848946993
FSM,2018,12.0885596987462
FSM,2019,12.3358791142647
GAB,2010,26.5510702440269
GAB,2011,27.1676800151218
GAB,2012,26.8259890575401
GAB,2013,27.7803827536179
GAB,2014,26.2746903969533
GAB,2015,30.7390246342706
GAB,2016,29.7679660664056
GAB,2017,27.1691084203468
GAB,2018,27.0383051447292
GAB,2019,27.5241895785238
GBR,2010,12.4589114498692
GBR,2011,13.0110598336171
GBR,2012,11.4844614132453
GBR,2013,11.3936196663408
GBR,2014,10.8076454562065
GBR,2015,10.4602728529493
GBR,2016,10.0359721133567
GBR,2017,10.3814201449701
GBR,2018,10.2397854923418
GBR,2019,9.94569869317993
GEO,2010,18.4461840249862
GEO,2011,22.1991814081631
GEO,2012,23.0631259897014
GEO,2013,22.2517576861155
GEO,2014,20.9791754789627
GEO,2015,20.3304736500391
GEO,2016,19.3139668885259
GEO,2017,18.5342689563052
GEO,2018,18.4542384404894
GEO,2019,17.6183021493385
GHA,2010,47.7510099685389
GHA,2011,52.8014316063294
GHA,2012,56.9570423348518
GHA,2013,44.7306236715724
GHA,2014,43.9627293584075
GHA,2015,68.0112284884927
GHA,2016,62.8889642906448
GHA,2017,60.3590341738153
GHA,2018,56.0041825783104
GHA,2019,49.6566317016668
GIN,2010,43.9202562200658
GIN,2011,45.7355495093342
GIN,2012,47.8451474722102
GIN,2013,37.4448110683296
GIN,2014,39.8496366263944
GIN,2015,54.2776680884158
GIN,2016,49.6336310986966
GIN,2017,49.7395461030353
GIN,2018,48.4123967434209
GIN,2019,42.8781068854259
GMB,2010,52.9097272339557
GMB,2011,56.1934304763105
GMB,2012,66.4198505891995
GMB,2013,47.62546974836
GMB,2014,50.9583278982684
GMB,2015,63.7503934261079
GMB,2016,58.7910560945535
GMB,2017,64.5390631748347
GMB,2018,59.2734928704383
GMB,2019,54.8732916241171
GNB,2010,49.400457774959
GNB,2011,51.054253759813
GNB,2012,55.8088467950236
GNB,2013,41.5410405341867
GNB,2014,43.5593468461234
GNB,2015,56.920191943344
GNB,2016,52.6997265729536
GNB,2017,56.7814512632763
GNB,2018,54.1409784310321
GNB,2019,48.5028970455265
GNQ,2010,29.8073291869447
GNQ,2011,30.9097483573422
GNQ,2012,30.2700780563152
GNQ,2013,29.5859759824635
GNQ,2014,29.8573749067307
GNQ,2015,38.4946753401213
GNQ,2016,36.5313373748734
GNQ,2017,32.7521931809298
GNQ,2018,31.3913053457764
GNQ,2019,31.5523784625482
GRC,2010,20.2971496759618
GRC,2011,21.3833542936023
GRC,2012,18.8095113490598
GRC,2013,17.9600807887087
GRC,2014,16.8699265288991
GRC,2015,17.2372072771469
GRC,2016,15.7750345686768
GRC,2017,15.6724100278411
GRC,2018,15.5840100248101
GRC,2019,14.9419055519621
GRD,2010,21.9876650906501
GRD,2011,21.6067771005585
GRD,2012,22.0541028098674
GRD,2013,22.8659000098273
GRD,2014,23.3249292849377
GRD,2015,25.177742151728
GRD,2016,25.0768814910495
GRD,2017,24.3014719560486
GRD,2018,24.0969881609342
GRD,2019,24.2647371353562
GRL,2010,6.00869359613188
GRL,2011,5.74056233004073
GRL,2012,6.18018581736795
GRL,2013,6.23885062992403
GRL,2014,6.55171305772451
GRL,2015,6.14469039341254
GRL,2016,6.46724827436704
GRL,2017,7.4921548326333
GRL,2018,6.75630549235812
GRL,2019,6.48950745924949
GTM,2010,26.652419867848
GTM,2011,30.2785784962163
GTM,2012,27.3005597247054
GTM,2013,29.0925322950372
GTM,2014,26.7327979035299
GTM,2015,27.4004163899267
GTM,2016,25.2167964925021
GTM,2017,25.1845452119376
GTM,2018,23.2233964899274
GTM,2019,20.2102810509295
GUM,2010,7.77820797980273
GUM,2011,7.38091578853416
GUM,2012,7.50094795897567
GUM,2013,8.6039665673128
GUM,2014,8.15054249728644
GUM,2015,10.7767958943295
GUM,2016,8.95124087366923
GUM,2017,8.62061947259407
GUM,2018,10.0065645243546
GUM,2019,9.88784013723531
GUY,2010,23.836323399808
GUY,2011,23.1327579636656
GUY,2012,24.0202750476087
GUY,2013,23.9124180658873
GUY,2014,24.2311867349748
GUY,2015,25.8352498994325
GUY,2016,25.3854930398264
GUY,2017,25.2164770735339
GUY,2018,25.7636448984049
GUY,2019,26.0920734823741
HND,2010,23.6046775290367
HND,2011,27.5473866010646
HND,2012,24.209066840265
HND,2013,26.2100830737093
HND,2014,24.197048630279
HND,2015,24.6931989438968
HND,2016,22.8829846790784
HND,2017,22.0571250886782
HND,2018,20.5175969852982
HND,2019,18.1436603524166
HRV,2010,21.5520342977398
HRV,2011,23.6135683044921
HRV,2012,20.9195365864097
HRV,2013,20.2640413078795
HRV,2014,19.8289409065182
HRV,2015,20.1718710437292
HRV,2016,18.1778313300349
HRV,2017,18.7613905967833
HRV,2018,20.0014497847215
HRV,2019,15.914853988952
HTI,2010,18.8313411106541
HTI,2011,18.8857006660512
HTI,2012,19.0640940806919
HTI,2013,19.3952223914866
HTI,2014,20.7584161756086
HTI,2015,21.5058632915395
HTI,2016,20.5277983755891
HTI,2017,20.7108631691211
HTI,2018,21.5479155500506
HTI,2019,20.938501996786
HUN,2010,20.465784622626
HUN,2011,21.3088927870016
HUN,2012,18.932021260415
HUN,2013,17.8529756602872
HUN,2014,17.9397743889142
HUN,2015,17.9802501362595
HUN,2016,16.2389389235353
HUN,2017,17.0236884271225
HUN,2018,17.5018535227019
HUN,2019,14.6412354449754
IDN,2010,20.5957258237696
IDN,2011,17.9185723142468
IDN,2012,19.553351601333
IDN,2013,20.1029935644832
IDN,2014,18.5354648917633
IDN,2015,18.6712786457665
IDN,2016,19.1310042759597
IDN,2017,16.9555634840925
IDN,2018,18.4371895829409
IDN,2019,19.4270918962783
IND,2010,50.1011539510167
IND,2011,61.708624213512
IND,2012,74.0031607462287
IND,2013,76.2501768290597
IND,2014,79.0373957134889
IND,2015,73.810991410386
IND,2016,75.7890035327013
IND,2017,67.3122713926644
IND,2018,68.1209525065052
IND,2019,59.8919808842351
IRL,2010,10.3475907744569
IRL,2011,10.5404229786943
IRL,2012,9.58893302932057
IRL,2013,9.19408716106259
IRL,2014,8.84472665206141
IRL,2015,8.81158216131006
IRL,2016,8.11019374827621
IRL,2017,8.38429636583274
IRL,2018,8.2986369369357
IRL,2019,7.8923946735653
IRN,2010,38.3119722581928
IRN,2011,39.6124799715142
IRN,2012,38.0077616053954
IRN,2013,38.7525647600714
IRN,2014,36.3710361542807
IRN,2015,38.6980329606897
IRN,2016,37.4838145441593
IRN,2017,35.0159582592188
IRN,2018,37.6762291896797
IRN,2019,34.0157895718045
IRQ,2010,48.6064935140896
IRQ,2011,44.5902054159628
IRQ,2012,43.7633581476121
IRQ,2013,42.9162462504814
IRQ,2014,37.7947333258122
IRQ,2015,44.6439888371463
IRQ,2016,42.3367851899463
IRQ,2017,40.02670906993
IRQ,2018,41.7558636075287
IRQ,2019,37.7315693030309
ISL,2010,6.51049356186064
ISL,2011,6.70874031735348
ISL,2012,6.11017540376794
ISL,2013,5.96459941016024
ISL,2014,5.78710561432072
ISL,2015,5.73328095255678
ISL,2016,5.27717772615425
ISL,2017,5.83996279608708
ISL,2018,5.55924065638007
ISL,2019,5.48155807169081
ISR,2010,24.5561552293902
ISR,2011,24.4804002133439
ISR,2012,22.1038555397058
ISR,2013,22.578207348874
ISR,2014,21.175469715827
ISR,2015,22.1043027343095
ISR,2016,18.8170113677762
ISR,2017,20.0293441275017
ISR,2018,20.5625974806507
ISR,2019,19.5556432093837
ITA,2010,20.1712406113281
ITA,2011,21.3353676583094
ITA,2012,18.765688121919
ITA,2013,18.0540998276206
ITA,2014,16.8936828833708
ITA,2015,17.7600165229672
ITA,2016,15.7011486972657
ITA,2017,15.9660261772019
ITA,2018,16.3354361294692
ITA,2019,14.8936858575121
JAM,2010,15.5556087039102
JAM,2011,14.9471227221815
JAM,2012,15.4247314936508
JAM,2013,15.7749158665666
JAM,2014,16.4597152483621
JAM,2015,16.8646376023948
JAM,2016,15.9558447798912
JAM,2017,16.6566414571584
JAM,2018,16.8426821458431
JAM,2019,17.0706325020849
JOR,2010,33.5950845427671
JOR,2011,29.6624260829934
JOR,2012,29.0244573141249
JOR,2013,32.6779191249103
JOR,2014,30.2022455384946
JOR,2015,32.1142375115077
JOR,2016,28.3754804489745
JOR,2017,28.3831683592571
JOR,2018,30.8911213683016
JOR,2019,31.2597313487439
JPN,2010,10.8511260577664
JPN,2011,12.2742530701447
JPN,2012,12.8068431271902
JPN,2013,13.2542512411266
JPN,2014,13.740610303435
JPN,2015,12.8685359282927
JPN,2016,12.799061198144
JPN,2017,13.1198276213348
JPN,2018,13.0790330283313
JPN,2019,12.9378727869587
KAZ,2010,20.5118750922389
KAZ,2011,25.4893926987852
KAZ,2012,27.2031824448933
KAZ,2013,25.8443738560699
KAZ,2014,23.8358367012493
KAZ,2015,22.5590495991917
KAZ,2016,22.7637525232887
KAZ,2017,21.0166106765309
KAZ,2018,20.5938700993782
KAZ,2019,20.8569853852639
KEN,2010,23.125672688558
KEN,2011,25.1822165114232
KEN,2012,25.6442241015428
KEN,2013,24.5757635874676
KEN,2014,23.7513870283134
KEN,2015,24.7760612569464
KEN,2016,24.0211862534612
KEN,2017,19.9015512654464
KEN,2018,20.9875653334569
KEN,2019,19.5705272264405
KGZ,2010,26.5919253330871
KGZ,2011,33.450584373058
KGZ,2012,34.3817087122114
KGZ,2013,33.828057010964
KGZ,2014,30.5484635194377
KGZ,2015,29.7484121402712
KGZ,2016,29.0193222002259
KGZ,2017,26.8562254174832
KGZ,2018,27.4518144818682
