iso3,year,phys_inactive_pct
NIC,2016,36.5
NIC,2017,36.9
NIC,2018,37.3
NIC,2019,37.6
NIU,2010,11.4
NIU,2011,10.9
NIU,2012,10.4
NIU,2013,9.9
NIU,2014,9.5
NIU,2015,9.2
NIU,2016,8.8
NIU,2017,8.5
NIU,2018,8.2
NIU,2019,8.0
NLD,2010,14.7
NLD,2011,14.2
NLD,2012,13.7
NLD,2013,13.2
NLD,2014,12.7
NLD,2015,12.2
NLD,2016,11.8
NLD,2017,11.3
NLD,2018,10.9
NLD,2019,10.5
NOR,2010,33.8
NOR,2011,33.9
NOR,2012,33.9
NOR,2013,34.0
NOR,2014,34.1
NOR,2015,34.2
NOR,2016,34.3
NOR,2017,34.4
NOR,2018,34.6
NOR,2019,34.7
NPL,2010,9.6
NPL,2011,9.4
NPL,2012,9.3
NPL,2013,9.1
NPL,2014,9.0
NPL,2015,8.9
NPL,2016,8.8
NPL,2017,8.6
NPL,2018,8.5
NPL,2019,8.5
NRU,2010,39.8
NRU,2011,39.4
NRU,2012,39.0
NRU,2013,38.6
NRU,2014,38.2
NRU,2015,37.8
NRU,2016,37.4
NRU,2017,37.1
NRU,2018,36.8
NRU,2019,36.4
NZL,2010,20.4
NZL,2011,20.3
NZL,2012,20.1
NZL,2013,20.0
NZL,2014,19.8
NZL,2015,19.7
NZL,2016,19.5
NZL,2017,19.4
NZL,2018,19.2
NZL,2019,19.1
OMN,2010,35.8
OMN,2011,36.0
OMN,2012,36.2
OMN,2013,36.6
OMN,2014,37.0
OMN,2015,37.4
OMN,2016,37.8
OMN,2017,38.2
OMN,2018,38.7
OMN,2019,39.2
PAK,2010,34.2
PAK,2011,35.1
PAK,2012,36.0
PAK,2013,37.0
PAK,2014,37.9
PAK,2015,38.9
PAK,2016,39.9
PAK,2017,40.9
PAK,2018,41.9
PAK,2019,42.8
PAN,2010,45.2
PAN,2011,46.3
PAN,2012,47.3
PAN,2013,48.4
PAN,2014,49.4
PAN,2015,50.5
PAN,2016,51.5
PAN,2017,52.6
PAN,2018,53.6
PAN,2019,54.6
PER,2010,28.6
PER,2011,29.0
PER,2012,29.5
PER,2013,29.9
PER,2014,30.4
PER,2015,30.8
PER,2016,31.3
PER,2017,31.8
PER,2018,32.3
PER,2019,32.9
PHL,2010,25.7
PHL,2011,27.2
PHL,2012,28.7
PHL,2013,30.2
PHL,2014,31.8
PHL,2015,33.5
PHL,2016,35.1
PHL,2017,36.8
PHL,2018,38.5
PHL,2019,40.2
PLW,2010,30.5
PLW,2011,30.1
PLW,2012,29.6
PLW,2013,29.1
PLW,2014,28.5
PLW,2015,28.1
PLW,2016,27.7
PLW,2017,27.4
PLW,2018,27.1
PLW,2019,26.8
PNG,2010,14.7
PNG,2011,14.4
PNG,2012,14.1
PNG,2013,13.8
PNG,2014,13.6
PNG,2015,13.4
PNG,2016,13.2
PNG,2017,13.0
PNG,2018,12.9
PNG,2019,12.7
POL,2010,28.3
POL,2011,29.0
POL,2012,29.6
POL,2013,30.3
POL,2014,31.0
POL,2015,31.7
POL,2016,32.4
POL,2017,33.2
POL,2018,33.9
POL,2019,34.7
PRI,2010,37.1
PRI,2011,37.4
PRI,2012,37.8
PRI,2013,38.2
PRI,2014,38.5
PRI,2015,38.9
PRI,2016,39.3
PRI,2017,39.7
PRI,2018,40.0
PRI,2019,40.4
PRK,2010,22.9
PRK,2011,23.2
PRK,2012,23.4
PRK,2013,23.7
PRK,2014,24.0
PRK,2015,24.4
PRK,2016,24.7
PRK,2017,25.0
PRK,2018,25.4
PRK,2019,25.8
PRT,2010,46.7
PRT,2011,47.1
PRT,2012,47.5
PRT,2013,47.9
PRT,2014,48.3
PRT,2015,48.8
PRT,2016,49.2
PRT,2017,49.6
PRT,2018,50.0
PRT,2019,50.4
PRY,2010,28.4
PRY,2011,29.0
PRY,2012,29.6
PRY,2013,30.2
PRY,2014,30.8
PRY,2015,31.4
PRY,2016,32.1
PRY,2017,32.7
PRY,2018,33.3
PRY,2019,34.0
PSE,2010,36.8
PSE,2011,36.2
PSE,2012,35.6
PSE,2013,35.0
PSE,2014,34.4
PSE,2015,33.8
PSE,2016,33.2
PSE,2017,32.6
PSE,2018,32.0
PSE,2019,31.4
QAT,2010,49.0
QAT,2011,49.6
QAT,2012,50.0
QAT,2013,50.3
QAT,2014,50.6
QAT,2015,50.9
QAT,2016,51.3
QAT,2017,51.7
QAT,2018,52.1
QAT,2019,52.5
ROU,2010,25.6
ROU,2011,26.4
ROU,2012,27.2
ROU,2013,28.1
ROU,2014,29.0
ROU,2015,29.9
ROU,2016,30.9
ROU,2017,31.8
ROU,2018,32.8
ROU,2019,33.7
RUS,2010,13.5
RUS,2011,13.8
RUS,2012,14.2
RUS,2013,14.5
RUS,2014,14.9
RUS,2015,15.2
RUS,2016,15.6
RUS,2017,16.0
RUS,2018,16.4
RUS,2019,16.8
RWA,2010,14.0
RWA,2011,13.5
RWA,2012,12.9
RWA,2013,12.4
RWA,2014,11.9
RWA,2015,11.5
RWA,2016,11.1
RWA,2017,10.7
RWA,2018,10.3
RWA,2019,9.9
SAU,2010,55.6
SAU,2011,55.3
SAU,2012,55.0
SAU,2013,54.8
SAU,2014,54.5
SAU,2015,54.1
SAU,2016,53.8
SAU,2017,53.4
SAU,2018,53.0
SAU,2019,52.6
SDN,2010,20.6
SDN,2011,20.4
SDN,2012,20.2
SDN,2013,20.0
SDN,2014,19.8
SDN,2015,19.6
SDN,2016,19.5
SDN,2017,19.4
SDN,2018,19.3
SDN,2019,19.2
SEN,2010,18.8
SEN,2011,18.5
SEN,2012,18.2
SEN,2013,18.0
SEN,2014,17.8
SEN,2015,17.6
SEN,2016,17.4
SEN,2017,17.2
SEN,2018,17.1
SEN,2019,16.9
SGP,2010,23.5
SGP,2011,23.4
SGP,2012,23.4
SGP,2013,23.3
SGP,2014,23.2
SGP,2015,23.2
SGP,2016,23.1
SGP,2017,23.1
SGP,2018,23.1
SGP,2019,23.1
SLB,2010,26.4
SLB,2011,25.5
SLB,2012,24.6
SLB,2013,23.7
SLB,2014,22.9
SLB,2015,22.1
SLB,2016,21.4
SLB,2017,20.6
SLB,2018,19.9
SLB,2019,19.3
SLE,2010,15.3
SLE,2011,15.0
SLE,2012,14.7
SLE,2013,14.4
SLE,2014,14.2
SLE,2015,14.0
SLE,2016,13.7
SLE,2017,13.6
SLE,2018,13.4
SLE,2019,13.3
SLV,2010,34.1
SLV,2011,34.5
SLV,2012,35.0
SLV,2013,35.4
SLV,2014,35.8
SLV,2015,36.2
SLV,2016,36.6
SLV,2017,37.1
SLV,2018,37.5
SLV,2019,37.9
SMR,2010,29.6
SMR,2011,29.3
SMR,2012,28.9
SMR,2013,28.5
SMR,2014,28.1
SMR,2015,27.8
SMR,2016,27.4
SMR,2017,27.0
SMR,2018,26.6
SMR,2019,26.4
SOM,2010,19.1
SOM,2011,19.0
SOM,2012,18.8
SOM,2013,18.7
SOM,2014,18.5
SOM,2015,18.4
SOM,2016,18.3
SOM,2017,18.2
SOM,2018,18.2
SOM,2019,18.1
SRB,2010,46.8
SRB,2011,46.6
SRB,2012,46.4
SRB,2013,46.2
SRB,2014,46.0
SRB,2015,45.8
SRB,2016,45.6
SRB,2017,45.5
SRB,2018,45.3
SRB,2019,45.2
SSD,2010,17.2
SSD,2011,17.1
SSD,2012,16.9
SSD,2013,16.7
SSD,2014,16.6
SSD,2015,16.5
SSD,2016,16.4
SSD,2017,16.4
SSD,2018,16.3
SSD,2019,16.3
STP,2010,17.9
STP,2011,17.8
STP,2012,17.8
STP,2013,17.8
STP,2014,17.7
STP,2015,17.7
STP,2016,17.7
STP,2017,17.8
STP,2018,17.8
STP,2019,17.9
SUR,2010,41.6
SUR,2011,42.2
SUR,2012,42.8
SUR,2013,43.4
SUR,2014,44.0
SUR,2015,44.6
SUR,2016,45.2
SUR,2017,45.8
SUR,2018,46.4
SUR,2019,47.0
SVK,2010,24.8
SVK,2011,24.6
SVK,2012,24.5
SVK,2013,24.3
SVK,2014,24.2
SVK,2015,24.0
SVK,2016,23.9
SVK,2017,23.8
SVK,2018,23.6
SVK,2019,23.5
SVN,2010,18.8
SVN,2011,18.8
SVN,2012,18.7
SVN,2013,18.6
SVN,2014,18.6
SVN,2015,18.6
SVN,2016,18.6
SVN,2017,18.6
SVN,2018,18.6
SVN,2019,18.7
SWE,2010,18.5
SWE,2011,17.5
SWE,2012,16.4
SWE,2013,15.5
SWE,2014,14.5
SWE,2015,13.7
SWE,2016,12.8
SWE,2017,12.0
SWE,2018,11.3
SWE,2019,10.6
SWZ,2010,21.7
SWZ,2011,21.4
SWZ,2012,21.1
SWZ,2013,20.9
SWZ,2014,20.6
SWZ,2015,20.4
SWZ,2016,20.1
SWZ,2017,19.9
SWZ,2018,19.8
SWZ,2019,19.6
SYC,2010,21.4
SYC,2011,21.3
SYC,2012,21.1
SYC,2013,21.0
SYC,2014,20.9
SYC,2015,20.8
SYC,2016,20.7
SYC,2017,20.6
SYC,2018,20.6
SYC,2019,20.5
SYR,2010,33.9
SYR,2011,34.2
SYR,2012,34.5
SYR,2013,34.9
SYR,2014,35.2
SYR,2015,35.5
SYR,2016,35.9
SYR,2017,36.2
SYR,2018,36.5
SYR,2019,36.9
TCD,2010,20.7
TCD,2011,20.4
TCD,2012,20.0
TCD,2013,19.7
TCD,2014,19.4
TCD,2015,19.1
TCD,2016,18.9
TCD,2017,18.7
TCD,2018,18.5
TCD,2019,18.3
TGO,2010,14.0
TGO,2011,14.0
TGO,2012,14.0
TGO,2013,14.0
TGO,2014,14.0
TGO,2015,14.1
TGO,2016,14.1
TGO,2017,14.2
TGO,2018,14.3
TGO,2019,14.4
THA,2010,21.0
THA,2011,21.6
THA,2012,22.1
THA,2013,22.7
THA,2014,23.4
THA,2015,24.0
THA,2016,24.6
THA,2017,25.3
THA,2018,26.0
THA,2019,26.7
TJK,2010,29.5
TJK,2011,30.0
TJK,2012,30.5
TJK,2013,31.0
TJK,2014,31.5
TJK,2015,32.0
TJK,2016,32.6
TJK,2017,33.1
TJK,2018,33.6
TJK,2019,34.1
TKM,2010,14.3
TKM,2011,14.1
TKM,2012,13.9
TKM,2013,13.7
TKM,2014,13.4
TKM,2015,13.2
TKM,2016,13.0
TKM,2017,12.9
TKM,2018,12.7
TKM,2019,12.5
TLS,2010,20.6
TLS,2011,21.0
TLS,2012,21.4
TLS,2013,21.9
TLS,2014,22.4
TLS,2015,22.9
TLS,2016,23.4
TLS,2017,23.9
TLS,2018,24.5
TLS,2019,25.1
TON,2010,30.8
TON,2011,30.7
TON,2012,30.7
TON,2013,30.6
TON,2014,30.6
TON,2015,30.6
TON,2016,30.6
TON,2017,30.6
TON,2018,30.6
TON,2019,30.6
TTO,2010,40.1
TTO,2011,40.5
TTO,2012,40.8
TTO,2013,41.2
TTO,2014,41.5
TTO,2015,41.9
TTO,2016,42.3
TTO,2017,42.7
TTO,2018,43.0
TTO,2019,43.3
TUN,2010,27.2
TUN,2011,27.7
TUN,2012,28.2
TUN,2013,28.7
TUN,2014,29.2
TUN,2015,29.7
TUN,2016,30.2
TUN,2017,30.8
TUN,2018,31.3
TUN,2019,31.8
TUR,2010,41.6
TUR,2011,41.9
TUR,2012,42.1
TUR,2013,42.3
TUR,2014,42.6
TUR,2015,42.8
TUR,2016,43.1
TUR,2017,43.3
TUR,2018,43.5
TUR,2019,43.7
TUV,2010,30.9
TUV,2011,30.2
TUV,2012,29.6
TUV,2013,28.9
TUV,2014,28.3
TUV,2015,27.8
TUV,2016,27.2
TUV,2017,26.7
TUV,2018,26.2
TUV,2019,25.7
TZA,2010,8.1
TZA,2011,7.7
TZA,2012,7.2
TZA,2013,6.9
TZA,2014,6.5
TZA,2015,6.1
TZA,2016,5.8
TZA,2017,5.5
TZA,2018,5.2
TZA,2019,5.0
UGA,2010,7.9
UGA,2011,7.6
UGA,2012,7.4
UGA,2013,7.1
UGA,2014,6.9
UGA,2015,6.6
UGA,2016,6.4
UGA,2017,6.2
UGA,2018,6.1
UGA,2019,5.9
UKR,2010,11.3
UKR,2011,11.4
UKR,2012,11.5
UKR,2013,11.6
UKR,2014,11.7
UKR,2015,11.8
UKR,2016,11.9
UKR,2017,12.0
UKR,2018,12.2
UKR,2019,12.3
URY,2010,30.8
URY,2011,31.0
URY,2012,31.2
URY,2013,31.4
URY,2014,31.7
URY,2015,31.9
URY,2016,32.2
URY,2017,32.4
URY,2018,32.7
URY,2019,33.0
USA,2010,31.9
USA,2011,32.1
USA,2012,32.2
USA,2013,32.4
USA,2014,32.5
USA,2015,32.7
USA,2016,32.8
USA,2017,33.0
USA,2018,33.1
USA,2019,33.3
UZB,2010,16.5
UZB,2011,17.6
UZB,2012,18.7
UZB,2013,19.8
UZB,2014,21.0
UZB,2015,22.3
UZB,2016,23.5
UZB,2017,24.8
UZB,2018,26.2
UZB,2019,27.5
VCT,2010,26.9
VCT,2011,27.1
VCT,2012,27.4
VCT,2013,27.7
VCT,2014,27.9
VCT,2015,28.2
VCT,2016,28.5
VCT,2017,28.8
VCT,2018,29.1
VCT,2019,29.4
VEN,2010,40.8
VEN,2011,41.3
VEN,2012,41.7
VEN,2013,42.2
VEN,2014,42.6
VEN,2015,43.0
VEN,2016,43.4
VEN,2017,43.8
VEN,2018,44.2
VEN,2019,44.6
VNM,2010,21.5
VNM,2011,22.1
VNM,2012,22.8
VNM,2013,23.5
VNM,2014,24.2
VNM,2015,24.9
VNM,2016,25.7
VNM,2017,26.4
VNM,2018,27.2
VNM,2019,28.0
VUT,2010,10.6
VUT,2011,10.2
VUT,2012,9.8
VUT,2013,9.5
VUT,2014,9.2
VUT,2015,8.9
VUT,2016,8.6
VUT,2017,8.4
VUT,2018,8.2
VUT,2019,8.0
WSM,2010,25.1
WSM,2011,23.9
WSM,2012,22.8
WSM,2013,21.6
WSM,2014,20.6
WSM,2015,19.5
WSM,2016,18.5
WSM,2017,17.6
WSM,2018,16.7
WSM,2019,15.8
YEM,2010,24.1
YEM,2011,24.5
YEM,2012,24.9
YEM,2013,25.2
YEM,2014,25.6
YEM,2015,26.1
YEM,2016,26.5
YEM,2017,26.9
YEM,2018,27.4
YEM,2019,27.8
ZAF,2010,48.4
ZAF,2011,48.1
ZAF,2012,47.8
ZAF,2013,47.5
ZAF,2014,47.2
ZAF,2015,46.8
ZAF,2016,46.5
ZAF,2017,46.2
ZAF,2018,45.9
ZAF,2019,45.6
ZMB,2010,15.7
ZMB,2011,15.5
ZMB,2012,15.3
ZMB,2013,15.2
ZMB,2014,15.0
ZMB,2015,14.8
ZMB,2016,14.7
ZMB,2017,14.6
ZMB,2018,14.4
ZMB,2019,14.3
ZWE,2010,18.4
ZWE,2011,18.2
ZWE,2012,18.1
ZWE,2013,18.0
ZWE,2014,17.9
ZWE,2015,17.8
ZWE,2016,17.7
ZWE,2017,17.7
ZWE,2018,17.7
ZWE,2019,17.7
