iso3,year,alcohol_lpa
NLD,2015,9.38
NLD,2016,9.33
NLD,2017,9.34
NLD,2018,9.3
NLD,2019,9.3
NOR,2010,7.43
NOR,2011,7.25
NOR,2012,7.1
NOR,2013,6.96
NOR,2014,6.88
NOR,2015,6.83
NOR,2016,6.81
NOR,2017,6.81
NOR,2018,6.8
NOR,2019,6.8
NPL,2010,0.95
NPL,2011,1.24
NPL,2012,1.26
NPL,2013,1.15
NPL,2014,1.18
NPL,2015,1.22
NPL,2016,1.35
NPL,2017,1.34
NPL,2018,1.36
NPL,2019,1.36
NRU,2010,4.16
NRU,2011,4.75
NRU,2012,4.02
NRU,2013,3.35
NRU,2014,2.95
NRU,2015,2.94
NRU,2016,2.94
NRU,2017,2.94
NRU,2018,2.94
NRU,2019,2.94
NZL,2010,10.28
NZL,2011,10.25
NZL,2012,10.07
NZL,2013,9.91
NZL,2014,9.74
NZL,2015,9.69
NZL,2016,9.71
NZL,2017,9.85
NZL,2018,9.89
NZL,2019,9.89
OMN,2010,0.88
OMN,2011,0.87
OMN,2012,0.84
OMN,2013,0.8
OMN,2014,0.79
OMN,2015,0.81
OMN,2016,0.85
OMN,2017,0.87
OMN,2018,0.88
OMN,2019,0.88
PAK,2010,0.079
PAK,2011,0.085
PAK,2012,0.084
PAK,2013,0.084
PAK,2014,0.089
PAK,2015,0.096
PAK,2016,0.099
PAK,2017,0.1
PAK,2018,0.1
PAK,2019,0.1
PAN,2010,6.51
PAN,2011,6.54
PAN,2012,6.57
PAN,2013,6.61
PAN,2014,6.65
PAN,2015,6.59
PAN,2016,6.62
PAN,2017,6.57
PAN,2018,6.6
PAN,2019,6.6
PER,2010,7.54
PER,2011,8.0
PER,2012,8.07
PER,2013,7.91
PER,2014,7.68
PER,2015,7.55
PER,2016,7.55
PER,2017,7.53
PER,2018,7.45
PER,2019,7.45
PHL,2010,6.12
PHL,2011,6.33
PHL,2012,6.17
PHL,2013,6.06
PHL,2014,5.84
PHL,2015,5.85
PHL,2016,5.9
PHL,2017,6.04
PHL,2018,6.18
PHL,2019,6.18
PNG,2010,1.4
PNG,2011,1.25
PNG,2012,1.36
PNG,2013,1.56
PNG,2014,1.67
PNG,2015,1.73
PNG,2016,1.74
PNG,2017,1.76
PNG,2018,1.7
PNG,2019,1.7
POL,2010,11.3
POL,2011,11.29
POL,2012,11.48
POL,2013,11.52
POL,2014,11.58
POL,2015,11.46
POL,2016,11.47
POL,2017,11.5
POL,2018,11.63
POL,2019,11.63
PRK,2010,4.43
PRK,2011,4.51
PRK,2012,4.52
PRK,2013,4.51
PRK,2014,4.46
PRK,2015,4.45
PRK,2016,4.4
PRK,2017,4.35
PRK,2018,4.29
PRK,2019,4.29
PRT,2010,11.4
PRT,2011,10.86
PRT,2012,10.33
PRT,2013,10.12
PRT,2014,10.29
PRT,2015,10.54
PRT,2016,10.55
PRT,2017,10.44
PRT,2018,10.45
PRT,2019,10.45
PRY,2010,6.37
PRY,2011,6.27
PRY,2012,6.06
PRY,2013,5.78
PRY,2014,5.55
PRY,2015,5.41
PRY,2016,5.44
PRY,2017,5.53
PRY,2018,5.6
PRY,2019,5.6
QAT,2010,1.17
QAT,2011,1.16
QAT,2012,1.14
QAT,2013,1.13
QAT,2014,1.15
QAT,2015,1.17
QAT,2016,1.18
QAT,2017,1.17
QAT,2018,1.15
QAT,2019,1.15
ROU,2010,17.62
ROU,2011,17.32
ROU,2012,17.18
ROU,2013,17.09
ROU,2014,16.98
ROU,2015,16.85
ROU,2016,16.82
ROU,2017,16.92
ROU,2018,16.99
ROU,2019,16.99
RUS,2010,13.76
RUS,2011,13.6
RUS,2012,13.32
RUS,2013,12.84
RUS,2014,12.16
RUS,2015,11.64
RUS,2016,11.05
RUS,2017,10.72
RUS,2018,10.42
RUS,2019,10.42
RWA,2010,1.25
RWA,2011,1.26
RWA,2012,1.25
RWA,2013,1.3
RWA,2014,1.36
RWA,2015,1.37
RWA,2016,1.36
RWA,2017,1.34
RWA,2018,1.88
RWA,2019,1.88
SAU,2010,0.0
SAU,2011,0.0
SAU,2012,0.0
SAU,2013,0.0
SAU,2014,0.0
SAU,2015,0.0
SAU,2016,0.0
SAU,2017,0.0
SAU,2018,0.0
SAU,2019,0.0
SDN,2010,0.045
SDN,2011,0.046
SDN,2012,0.046
SDN,2013,0.18
SDN,2014,0.19
SDN,2015,0.19
SDN,2016,0.002
SDN,2017,0.002
SDN,2018,0.005
SDN,2019,0.005
SEN,2010,0.41
SEN,2011,0.4
SEN,2012,0.38
SEN,2013,0.37
SEN,2014,0.36
SEN,2015,0.37
SEN,2016,0.39
SEN,2017,0.4
SEN,2018,0.41
SEN,2019,0.41
SGP,2010,1.92
SGP,2011,1.99
SGP,2012,1.99
SGP,2013,1.97
SGP,2014,1.92
SGP,2015,1.91
SGP,2016,1.89
SGP,2017,1.89
SGP,2018,1.87
SGP,2019,1.87
SLB,2010,1.12
SLB,2011,1.01
SLB,2012,0.95
SLB,2013,0.92
SLB,2014,0.94
SLB,2015,1.07
SLB,2016,1.22
SLB,2017,1.53
SLB,2018,1.62
SLB,2019,1.62
SLE,2010,0.31
SLE,2011,0.35
SLE,2012,0.41
SLE,2013,0.41
SLE,2014,0.38
SLE,2015,0.31
SLE,2016,0.27
SLE,2017,0.25
SLE,2018,0.26
SLE,2019,0.26
SLV,2010,2.71
SLV,2011,2.68
SLV,2012,2.69
SLV,2013,2.74
SLV,2014,2.78
SLV,2015,2.89
SLV,2016,3.01
SLV,2017,3.15
SLV,2018,3.28
SLV,2019,3.28
SOM,2010,0.0
SOM,2011,0.0
SOM,2012,0.0
SOM,2013,0.0
SOM,2014,0.0
SOM,2015,0.0
SOM,2016,0.0
SOM,2017,0.0
SOM,2018,0.0
SOM,2019,0.0
SRB,2010,9.93
SRB,2015,7.84
SRB,2019,7.89
STP,2010,5.92
STP,2011,6.38
STP,2012,6.91
STP,2013,6.8
STP,2014,6.46
STP,2015,5.93
STP,2016,5.33
STP,2017,5.11
STP,2018,5.01
STP,2019,5.01
SUR,2010,5.7
SUR,2011,5.98
SUR,2012,6.17
SUR,2013,6.07
SUR,2014,5.72
SUR,2015,5.68
SUR,2016,5.83
SUR,2017,6.29
SUR,2018,6.63
SUR,2019,6.63
SVK,2010,10.54
SVK,2011,10.38
SVK,2012,10.3
SVK,2013,10.29
SVK,2014,10.32
SVK,2015,10.32
SVK,2016,10.14
SVK,2017,10.07
SVK,2018,10.48
SVK,2019,10.48
SVN,2010,11.14
SVN,2011,11.28
SVN,2012,11.01
SVN,2013,11.11
SVN,2014,11.27
SVN,2015,11.58
SVN,2016,11.31
SVN,2017,10.81
SVN,2018,10.98
SVN,2019,10.98
SWE,2010,9.79
SWE,2011,9.72
SWE,2012,9.66
SWE,2013,9.6
SWE,2014,9.54
SWE,2015,9.45
SWE,2016,9.35
SWE,2017,9.33
SWE,2018,9.3
SWE,2019,9.3
SWZ,2010,7.15
SWZ,2011,6.9
SWZ,2012,7.61
SWZ,2013,7.91
SWZ,2014,8.03
SWZ,2015,7.73
SWZ,2016,7.74
SWZ,2017,8.04
SWZ,2018,8.09
SWZ,2019,8.09
SYC,2010,7.77
SYC,2011,8.98
SYC,2012,9.68
SYC,2013,10.11
SYC,2014,10.68
SYC,2015,12.03
SYC,2016,12.75
SYC,2017,12.43
SYC,2018,11.99
SYC,2019,11.99
SYR,2010,0.99
SYR,2011,0.74
SYR,2012,0.46
SYR,2013,0.27
SYR,2014,0.28
SYR,2015,0.29
SYR,2016,0.25
SYR,2017,0.22
SYR,2018,0.2
SYR,2019,0.2
TCD,2010,3.86
TCD,2011,4.05
TCD,2012,4.25
TCD,2013,4.41
TCD,2014,4.55
TCD,2015,4.58
TCD,2016,4.35
TCD,2017,4.05
TCD,2018,3.73
TCD,2019,3.73
TGO,2010,1.79
TGO,2011,1.72
TGO,2012,1.73
TGO,2013,1.72
TGO,2014,1.8
TGO,2015,1.72
TGO,2016,1.63
TGO,2017,1.5
TGO,2018,1.42
TGO,2019,1.42
THA,2010,7.57
THA,2011,7.87
THA,2012,8.08
THA,2013,8.16
THA,2014,8.1
THA,2015,8.16
THA,2016,8.28
THA,2017,7.95
THA,2018,7.85
THA,2019,7.85
TJK,2010,0.69
TJK,2011,0.72
TJK,2012,0.76
TJK,2013,0.8
TJK,2014,0.86
TJK,2015,0.89
TJK,2016,0.91
TJK,2017,0.89
TJK,2018,0.87
TJK,2019,0.87
TKM,2010,2.66
TKM,2011,3.0
TKM,2012,3.09
TKM,2013,3.18
TKM,2014,3.23
TKM,2015,3.2
TKM,2016,3.16
TKM,2017,3.05
TKM,2018,2.93
TKM,2019,2.93
TLS,2010,0.3
TLS,2011,0.48
TLS,2012,0.6
TLS,2013,0.58
TLS,2014,0.52
TLS,2015,0.47
TLS,2016,0.46
TLS,2017,0.47
TLS,2018,0.4
TLS,2019,0.4
TON,2010,1.18
TON,2011,0.83
TON,2012,0.44
TON,2013,0.22
TON,2014,0.3
TON,2015,0.36
TON,2016,0.4
TON,2017,0.39
TON,2018,0.38
TON,2019,0.38
TTO,2010,6.15
TTO,2011,6.18
TTO,2012,6.2
TTO,2013,6.24
TTO,2014,6.27
TTO,2015,6.23
TTO,2016,6.12
TTO,2017,6.01
TTO,2018,6.06
TTO,2019,6.06
TUN,2010,1.66
TUN,2011,1.66
TUN,2012,1.72
TUN,2013,1.84
TUN,2014,1.95
TUN,2015,2.03
TUN,2016,2.04
TUN,2017,2.02
TUN,2018,2.01
TUN,2019,2.01
TUR,2010,2.12
TUR,2011,2.14
TUR,2012,2.08
TUR,2013,2.03
TUR,2014,1.95
TUR,2015,1.9
TUR,2016,1.84
TUR,2017,1.84
TUR,2018,1.82
TUR,2019,1.82
TUV,2010,1.59
TUV,2011,1.84
TUV,2012,2.09
TUV,2013,2.29
TUV,2014,2.11
TUV,2015,1.86
TUV,2016,1.49
TUV,2017,1.28
TUV,2018,1.25
TUV,2019,1.25
TZA,2010,11.92
TZA,2011,11.8
TZA,2012,11.59
TZA,2013,11.62
TZA,2014,11.7
TZA,2015,11.65
TZA,2016,11.21
TZA,2017,10.65
TZA,2018,10.36
TZA,2019,10.36
UGA,2010,14.0
UGA,2011,13.92
UGA,2012,13.65
UGA,2013,13.47
UGA,2014,13.38
UGA,2015,13.28
UGA,2016,12.89
UGA,2017,12.58
UGA,2018,12.21
UGA,2019,12.21
UKR,2010,11.66
UKR,2011,11.53
UKR,2012,11.78
UKR,2013,11.42
UKR,2014,10.65
UKR,2015,9.73
UKR,2016,8.93
UKR,2017,8.71
UKR,2018,8.7
UKR,2019,8.7
URY,2010,6.31
URY,2011,5.91
URY,2012,5.74
URY,2013,5.74
URY,2014,6.0
URY,2015,6.02
URY,2016,5.86
URY,2017,5.53
URY,2018,5.45
URY,2019,5.45
USA,2010,9.34
USA,2011,9.39
USA,2012,9.47
USA,2013,9.5
USA,2014,9.47
USA,2015,9.49
USA,2016,9.51
USA,2017,9.55
USA,2018,9.57
USA,2019,9.57
UZB,2010,1.79
UZB,2011,1.85
UZB,2012,1.92
UZB,2013,2.18
UZB,2014,2.39
UZB,2015,2.55
UZB,2016,2.64
UZB,2017,2.59
UZB,2018,2.6
UZB,2019,2.6
VCT,2010,6.66
VCT,2011,6.57
VCT,2012,6.53
VCT,2013,6.58
VCT,2014,6.77
VCT,2015,7.01
VCT,2016,7.18
VCT,2017,7.22
VCT,2018,7.16
VCT,2019,7.16
VEN,2010,7.75
VEN,2011,7.44
VEN,2012,7.26
VEN,2013,7.17
VEN,2014,6.97
VEN,2015,6.05
VEN,2016,4.95
VEN,2017,3.72
VEN,2018,3.02
VEN,2019,3.02
VNM,2010,7.37
VNM,2011,7.81
VNM,2012,8.09
VNM,2013,8.28
VNM,2014,8.53
VNM,2015,8.85
VNM,2016,9.17
VNM,2017,9.31
VNM,2018,9.34
VNM,2019,9.34
VUT,2010,1.67
VUT,2011,1.98
VUT,2012,2.0
VUT,2013,1.87
VUT,2014,1.73
VUT,2015,1.69
VUT,2016,1.73
VUT,2017,1.74
VUT,2018,1.87
VUT,2019,1.87
WSM,2010,2.59
WSM,2011,2.44
WSM,2012,2.16
WSM,2013,2.13
WSM,2014,2.05
WSM,2015,2.18
WSM,2016,2.27
WSM,2017,2.38
WSM,2018,2.39
WSM,2019,2.39
YEM,2010,0.058
YEM,2011,0.062
YEM,2012,0.056
YEM,2013,0.055
YEM,2014,0.048
YEM,2015,0.04
YEM,2016,0.031
YEM,2017,0.027
YEM,2018,0.028
YEM,2019,0.028
ZAF,2010,8.68
ZAF,2011,8.79
ZAF,2012,8.9
ZAF,2013,8.92
ZAF,2014,8.93
ZAF,2015,8.88
ZAF,2016,8.8
ZAF,2017,8.72
ZAF,2018,8.77
ZAF,2019,8.77
ZMB,2010,3.31
ZMB,2011,3.34
ZMB,2012,3.39
ZMB,2013,3.57
ZMB,2014,3.67
ZMB,2015,3.73
ZMB,2016,3.75
ZMB,2017,3.83
ZMB,2018,3.85
ZMB,2019,3.85
ZWE,2010,3.31
ZWE,2011,3.75
ZWE,2012,3.98
ZWE,2013,4.07
ZWE,2014,3.92
ZWE,2015,3.75
ZWE,2016,3.56
ZWE,2017,3.52
ZWE,2018,3.63
ZWE,2019,3.63
